업소명,날짜,리뷰,평점
별양집,2019-05-28,"
          양, 대창, 곱창...얄미운 음식이죠.소고기 비싸다지만, 그래도 집에서 구워먹을 수는 있습니다.양대창...그것마저 어렵습니다.대한민국 최고 물가 강남에서도 역삼동에 위치한 오래된 양곱창 집입니다. (중간에 이전이 있었다고) 당연히 싸지 않습니다. 배불리 먹다보면 순식간에 수십만원이죠. ㅎ그런데 멈출 수가 없습니다... ㅜㅜ홍창이라는 메뉴가 있던데, 특이해서 주문해봤지만 크게 대단할 건 없습니다. 대창과 양을 추천드리고, 곱창도 곱이 실하니 곁들일 만 합니다.접근성과 주차가 편해서 그런 지, 야구 선수들이 많이 오신다고 하네요. 계산대에 싸인이 다수 걸려 있습니다.
",5
별양집,2019-03-31,"
          영업이 아무리잘되도 그렇지 정신나간것같습니다. 초벌구이해온 뜨거운 대창에 글씨가써진 영수증을 담가가지고 영수증이 쩔어서 녹여진상태로 접시에 뒤엉켜서 내오는군요..이동네에서 곱창많이먹었지만 충격적입니다..기본적인 위생개념인데 아주머이말씀이 주문 확인해야해서 그렇다는데 그렇다고 초벌한 고기기름속에 영수증을 담가오는건 정신나간 거라고생각합니다.
        ",1
별양집,2019-03-24,"
          #대창2 #양1 #양밥1사실 양대창이 맛없기 힘들지만, 그간의 경험을 바탕으로 비교해서 평가하자면 별로라고 하고싶다. 개인적으로 양미옥, 연타발을 정말 좋아하는데 그 곳들은 숯불향이 가득한 양대창이 나온다면 이 곳은 숯불향이 아쉽다. 다 구워져서 나오는건 좋지만 향과 맛이 참 아쉽다. 물론 대창<<<<<양이므로 양을 더 주문하기를 추천하고, 양밥에 양은 거의 찾아볼 수 없으므로 기대는 하지마시길... 여러모로 아쉬웠던 곳:(
        ",1
별양집,2019-02-14,"
          양대창 정말 좋아하는데 별양집 대창은 일단 별 다섯개입니다. 너무너무 쫄깃하면서 고소하고 입안에서 파티를 여는 기분이에요. 혼자 삼인분도 먹을 수 있어요^_^..양구이는 오발탄 이런 곳이랑 비슷하게 맛나요. 대창 생각날 땐 무조건 별양집으로 갈고에요
        ",5
별양집,2018-10-12,"
          정말 맛있고.. 정말 비싼 곳... 정말 비싼 대창은 다르긴 다르군요...! 지금껏 먹었던 대창 중 가장 맛있었습니당 :) 양이랑 대창류 모두 안에서 모두 구워서 나오고, 테이블 위에서는 열기만 계속 쪼이는 정도예요. 대창은 정말로.. 입에서 살살녹고... 이게 정말 몸에 안좋을거라는 걸 잘 알지만 계속 손이 가는 맛이예요 ㅠㅠ 그렇게 먹다가 좀 씹을거리가 필요하면 쫄딧쫄깃한 양 하나 딱 먹어주고! 완-벽양밥은 좀 비싼데 그만큼 양도 엄청 많이 나와요, 3인분 정도? 하지만 저는 그냥 그랬던 것 같아요.. 일반 볶음밥이랑 별 차이를 모르겠던.. 다음에 가면 양밥은 안 시킬 것 같아요돈 많이 벌 어 야 겠 다
        ",5
별양집,2018-08-12,"
          존맛..야들야들하고 양념도 맛있고 엄청 친절쓰하심.. 양 대창 곱창 양밥 된장 다 맛있어요 그러나 가격이 매우 사악함
        ",5
별양집,2018-05-07,"
          #역삼동 #별양집강남에서는 꽤 유명한 양대창 전문점이에요운동선수들 사이에 꽤 유명한 집이라고 들었습니다그래서 그런지 이승엽, 강호동 등의 스포츠스타가 자주 오는 곳이라고 ""전해들었습니다"" ㅎㅎㅎ#양 #대창구이는 일단 구워다 주세요밖에서 숯불로 잘 익혀서 먹기 딱 좋게 구워다 주시니 이보다 편할 수 없습니다냄새 베는 것도 최소화 할 수 있구요(물론 지글지글 기대하면서 맛있게 구워먹는 재미는 없습니다 ㅠㅠ)대창이 정말 훌륭합니다원래 대창을 자주 먹지는 않는데..(1년에 한 번 먹을까??)이곳 대창은 정말 맛있어서 죄책감 따위는 던져버리고 자주 먹고 싶을 정도입니다고소한 지방이 적절하게 활성화 되어 크림처럼 녹아내리고 쫄깃한 식감도 잘 살린 굽는 스킬이 훌륭합니다대창만 먹으면 너무 느끼하고 질리기 때문에 살짝 양념된 특양구이도 같이 주문하면 더할나위 없습니다사각하게 씹히는 식감이 대창의 부족한 부분을 충족시킵니다곱창메뉴도 있는데.. 양과 대창에 비하면 부족합니다굵기로 봐서 한우곱창인 듯 합니다곱의 양도 훌륭하지만 뭔가 퍼석한 느낌이라 양과 대창에 비교하여 아쉽습니다#양밥보통 대창 양 잘하는 집은 양밥을 잘하는데..이집 양밥은 아쉽습니다소지방의 고소한 맛이 잔뜩 베인 맛이 아니고..초고추장 맛이 지배적인 자극적인 맛이라 고급스러움과 볶음밥의 매력이 없습니다맵기도 꽤 매워서 저는 두 숟가락이 최대였습니다가끔 길티플레져를 즐기시고 싶은 분들..투뿔 살치살의 고소함으로도 만족 못하시는 분들..이곳 대창의 궁극의 고소함을 맛보시는 것도 좋을 듯 합니다 ㅎㅎ
        ",5
별양집,2018-01-23,"
          맛있어요구워주시는 직원분들도 친절하고근처 몇군데가 곱창집들인데가격이 다른집보다 비싸지만 그럴만하다고 인정
        ",5
별양집,2017-08-16,"
          .
        ",5
별양집,2017-07-31,"
          역삼 맛집!양념이 맛있다ㅎㅎ자주가는 대창집!대창만 먹으면 느끼하고양도 같이 냠냠
        ",5
별양집,2017-02-19,"
          특양구이보다는 대창구이가 더 맛있고 식사후에 먹는 양밥고 별미입니다. 반찬으로 나오는 육전도 독특했고, 대창집가면 맛볼수 있는 천엽도 당연히 나옵니다. 특양구이, 대창구이, 양밥, 백세주한병 85,000원 ㅎㅎ원래 대창이 좀 후덜덜한 가격이고 각오는 했지만 계산할때 역시나 좀 놀랬습다ㅋㅋ
        ",5
강정희간장새우,2021-07-05,"
          물처럼 투명한 독도꽃새우
        ",5
강정희간장새우,2021-04-25,"
          간장새우 맛집이지만 간장맛집!!간장비린내zero 짠맛zero특히 무한리필로 주시는 톳밥에 간장네스푼 청양고추와 김치를 넣어서 쏴라락 비벼먹으면 이것이 핵꿀맛.세꼬시는 무난하게 맛있는 맛백고동이 이렇게 맛있는 소라였다니...하얀부분은 쫄깃탱글부들 치아에 하나도 끼지 않는것이 인상적. 까만부분은 바다비린내 하나도 없고 식감은 초코무스 먹는 느낌!! 정말 고소하니 맛있음인스타에 올리면 공짜로 주는 간장새우비빔밥은 너무너무 맛있어서 흡입했고 해물라면은 해장에 너무 좋을 듯한 맛!! 푸짐한 해물과 콩나물 온리 만원이라는게 찐 행복마지막 해조류는 무한리필인데 4명이서 6판은 먹은듯 합니다.<이 집 특징은 비린내 하나도 없고 고소한 맛의 해물을 즐길 수 있는곳>
        ",5
강정희간장새우,2020-07-04,"
          항상 삼차로 가서 배가 불른 상태라 많이는 못먹지만 간장새우 양념새우 반반 너무 맛잇어요
        ",5
강정희간장새우,2019-03-22,"
간장새우 25000 (11마리)우선 머리, 몸통, 꼬리 분리되어 있어서  먹기 편함무엇보다 적당한 짭쪼름함이 좋고, 비벼먹는 밥은 진짜 최고.해물라면 10000해물도 많이 들어있고 진짜 국물이 시원하니 후식으로 딱 좋았음.양도 많음.밖에서 볼때 수조 관리가 잘되어 있어 엄청 신선해보였던 꽃새우.다음에 다시 가야할 이유가 생겼다!
        ",5
강정희간장새우,2018-08-08,"
          우니랑 간장새우를 먹었다.술이랑 먹기에 좋고 가격도 저렴하다.
        ",5
강정희간장새우,2018-01-26,"
          이것저것 먹고싶은데 셋트메뉴가 다양해서 좋아요꽃새우 간장새우 다 맛있네요 ㅋ라면도 해물 많이 들어있고 괜찮았어요
        ",5
강정희간장새우,2017-09-22,"
          닭새우 까먹을 때 손에찔려서 넘나 귀찮은데 넘나 맛나서 과식함. 해물라면 맛남. 삼식이 매우 신선함. 간장새우 함께주는 밥과 먹으면 맛남. 전반적으로 부족한 게 없고 싱싱하고 쾌적하다는 특징이있음! 단점은 너무 시끄러워서 상대방 얘기가 잘 안들리고 화장실이 공용에 옛날 스타일이다. 
        ",5
강정희간장새우,2016-08-28,"
          선릉에서 먹은 해산물 중에 제일 싱싱하고 맛있었어요! 간장새우 처음 먹었는데 비리지 않아서 맛있게 먹었어요 밥도 따로 추가 안해도 그냥 주시고 간장새우랑 비벼먹을 수 있게 참기름도 주셔요 이게 진짜 꿀맛! 가리비찜도 시켰는데 생각보다 양도 많고 컸어요 엄마가 해산물 잘 안드시는데 둘이서 다 먹고 나왔어용ㅎㅎㅎ 또 먹고 싶다~.~
        ",5
강정희간장새우,2016-06-05,"
          선릉에서 뽕족과 더불어 종종 찾는 맛집@ 해물라면이나 볶음밥은 왠지 내가 조리를 좀더 해야할것같은 아쉬운 면이 있지만 메인메뉴가 정말 신선하고 맛있다....! 돌멍게, 랍스터, 문어, 해삼, 물회, 꽃새우 모두 훌륭하다
        ",5
강정희간장새우,2016-04-17,"
          가격이 조금세고 서빙 아주머니는 불친절하지만 맛으로 커버되는곳. 동해직송 해산물만 취급하고 신선하다! 돌멍게, 해삼, 꽃새우튀김, 간장새우 모두모두 맛있는집. 
        ",5
델라마노,2021-05-03,"
          다비도프에서 공식으로 시가를 판다. 당연히 시가 상태는 더할 나위 없다. 다만 라운지를 표방하지만 생각보다 아주 아늑하지는 않다. 조금 더 어둡고 자리간 거리가 멀었으면 더 자주 방문할 듯.
        ",5
델라마노,2020-01-21,"
          몰트위스키 겁나많고 분위기 오짐
        ",5
델라마노,2019-12-12,"
          매번 사람이 많지 않은 듯한 마노지만 숨겨진 공간(?)에 손님들이 있는 스피크이지 바. 안쪽 공간이 넓은지는 오늘 처음 알게됬다. 거기다 출입구가 2개 이상이라는 것도...ㅡ프렌치커넥션꼬냑이 주는 향미가 달큰하여 마치 러스티네일인가?하고 착각했다.ㅡ진피즈입안을 정리하는 의미에서 한잔. 이제는 무난한 드라이한 맛.ㅡ진리키다른 진으로 진피즈를 하나 더 주문하니 진리키 추천받아 그걸로했다. 진의 풍미가(풀을 닮은 향) 강해졌다.
        ",5
델라마노,2019-10-07,"
          바의 매럭 중에 하나는 내가 아는 바텐더가 있자는 이유도 포함이 된다. 어쩌다보니 어는 분이 두사람이 된 바. ㅡ어느정도 술을 먹어 속풀이용으로 주문한 블러드메리. 역시 변함 없는 실력으로 칵테일을 먹을 수 있다면 그게 바로 만족스러운 한잔이 된다.
        ",5
델라마노,2019-09-26,"
          비싼만큼 너무 매력적인 공간시가를 펴보고 싶어서 방문하게 된 마노바텐더분이 시가에 대해서 너무나도 친절히 설명해주셨고페어링할만한 술 추천에 친절히 응대해주셔서대접받고 있다는 느낌이 확실히 들었다칵테일도 궁금해서 다크앤스토미 주문했는데맛이 좋아서 베이스가 뭐냐고 여쭈어보니2가지를 섞어쓰신다고 한다연구를 많이 하신다는 생각이 들었던 부분시가를 펴보고 싶은 사람은 가볼 만한 곳허나 스피릿이나 칵테일 가격은 꽤나 비싸다... 내돈..동슐랭 2스타
        ",5
반룡산,2021-09-06,"
          육수냉면 평양냉면 육수+ 함흥냉면 면 인공적인 맛이 아니라 소고기를 정성껏 끓여낸 진한맛 질깃질깃한 면 맛있는 김치 이곳 왕만두는 크고 먹음직 스럽다 배불러도 먹어야 하는 ㅎㅎ 발렛주차 친절한집
        ",5
반룡산,2021-08-01,"
          맛있어요. 굿. 
        ",5
반룡산,2021-07-20,"
          퇴근길 냉면생각나면 방문하는 곳육수냉면, 섞음면, 가릿국밥 먹어봤는데 셋다 맛있음육수냉면은 함흥물냉면섞음면은 회와 고기가 들어간 함흥비빔냉면가릿국밥이 조금 특이한데맑은 국물에 양, 선지, 고기, 두부, 파, 당면이 들어감작은 주전자에 나오는 따뜻한 육수도 잊지말고 챙겨먹어야함
        ",5
반룡산,2021-06-24,"
          평양냉면을 좋아하지만 반룡산 냉면은 예외다 소고기로 직접 내린 순수 육수 식감 좋은 면발 배추김치 동치미무도 너무 고급지고 맛있다 왕만두는 언제 먹어도 대박 모든매뉴 착한가격 친절은 덤
        ",5
반룡산,2021-04-27,"
          여기가 왜 맛집일까..조금의아했다.가게에 들어서니 칸막이가 잘되어있었고 늦은시간임에도 불구하고 사람은 많았다.자리에 안내해주시는걸 보니 딱히 안내받을필요는 없고원하는곳에 앉아서 주문하면 되는 시스템인듯 싶다.비냉과 회냉면을 주문했다.물냉면을 주문하지 않은게 실수였을까ㅠ비빔냉면은 생각보다 맛이없었다.뭔가 평범한 것같은데.. 맛이없었다ㅠㅠ같이들어있는 고기도 맛이없고..몇젓가락 못먹고 거의 다 남기고허기져서 만두를 시켰는데 만두는 정말 만두 그이상이하도 아니었음평범..함경도 음식의 진가를 내가 못알아보는걸로...
        ",3
반룡산,2021-01-11,"
          아주 오랜만에 찾은 반룡산섞은냉면(회+비빔)을 시키려다사장님의 추천으로 녹말국수를 시켰는데추운 날, 뜨끈한 국물로 속을 채우니 좋네요기대없이 시켰던 제육도 깔끔하고 부드러워 만족!사장님이 정말 친절하셔서 좋았어요+ 문앞 발렛파킹 돼서 넘 편하고 친절하심 (2천원)
        ",5
반룡산,2020-12-28,"
          함경도(함흥)지역 음식 전문점 '반룡산'.이북식 갈비탕(?) 가릿국밥이 유명하다지만 비냉 매니아답게 비냉 + 만두 반접시 .살짝 매콤한 비냉은 고명 하나하나 특히 회 고명이 일품이었고 만두는 집에서 해먹던 만두맛 .자극적이지않고 조미료맛도 적은 정성이 가득가득한 식당 
        ",5
반룡산,2020-12-25,"
          가릿국밥이라는 재밌는 메뉴를 맛볼 수 있다소고기뭇국에 선지, 내장(깐양)이 들어갔다고 보면 되는데 이북식 갈비국밥이라고 한다대치동에 차도 대기 힘든데 주말에 사람 엄청 몰림 인기 있는 집이다만두, 함흥냉면 등 전형적인 이북 음식 식당
        ",5
반룡산,2020-09-23,"
          일반적인 국밥과는 차별화되는 가릿국밥은 정말 놀랍다. 맑은 국물에 선지와 내장 , 두부까지 이게 함경도의 국밥이구나 느끼게 된다. 타 메뉴는 가릿국밥에 따라가지 못한다.
        ",5
반룡산,2020-08-30,"
          섞음냉면 4.2가릿국밥 3.6녹두전 3.9만두한판 3.0
        ",5
반룡산,2020-08-28,"
          가격은 슬프지만 맛있다깔끔하고 정갈한 맛
        ",5
반룡산,2020-06-13,"
          햇존맛 강추 재방문의사 200% 저는 섞음면 먹었는데 갠적으로 고기보다 회가 더 맛있었어요
        ",5
반룡산,2020-06-03,"
          #대치동 #반룡산""오락가락...""1. 이집은 처음 갔을 때부터 장단점이 딱 느껴지는 곳이였는데, 이번 방문에서는 그 맛의 장단점이 또 바뀌었다. 맛이 오락가락..2. 첫 리뷰에서도 언급했지만 조미료의 사용이 꽤 느껴진다. 따듯한 온육수에서부터 갈비탕 느낌이 뿜뿜인데, 이번에도 접시만두에 육수를 부어 먹으니 훌륭한 상업적 맛의 만두국이 된다.3. 조금 오래 걸리지만 꽤 실하고 잘 구워져 나온 녹두전이 만두와 더불어 이집의 최고의 맛이다. 고슬하게 느껴지는 녹두의 입자가 참 좋다. 물론 조미료맛이 안나니 살것 같다.4. 물냉면의 육수는 기존의 잘 만든 함흥냉면의 육수와는 달리 여운이 없이 감칠맛과 단맛만 있고 예전에 꽤 괜찮았던 비빔냉면은 숙성이 덜된 고추가루맛이 확 올라오고 회도 단단해 씹기가 힘들다.5. 지속적으로 인기는 있는 것 같기는 하지만 주위에 대체재가 많으니 이젠 이집은 그만 가련다.
        ",1
반룡산,2020-05-27,"
          육수냉면은 고기향 진해서 정말 맛있었어요!식초 겨자 하나도 안넣고 먹는데도 부족함 없는 맛이였고 오히려 넣으니까 그 특유의 감칠맛이 사라져버렸어요회냉면은 너무 평범해요그냥 고기집에서 먹는 후식냉면이랑 다를게 없었고 명태회는 덩어리가 커서 그런지 몰라도 질기고 딱딱했어요명태회 양은 적은편이예요위치가 위치이니만큼 1시넘어서가는걸 추천해요!
        ",3
반룡산,2020-05-13,"
          가릿국밥 특 12000함흥식 녹말국수 12000북한음식과 사랑에 빠진 게, 죄는 아니자나!!!가릿국밥은 가히 식문화계의 민주주의다. 가리는 갈비의 또 다른 이름으로 갈비탕인 셈이다. 무릇 갈비탕이란 일필휘지로 써내린 듯 곧게 뻗은 갈빗대와 시원한 파를 주인공으로 내세우기 마련이다. 맑은 국은 그 투명한 독재가 심플하여 매력적이다.그런데 가릿국은 좀 다르다. 원톱 주연일 갈빗대가 보이지 않는다. 대신 양지, 선지(응??), 두부(응???) 등 별별 재료들이 그득하다. 심플은 무슨! 제각각 자기 주장이 강한 민주주의다. 가릿국밥은 함경도의 일부 부유층이 종종 끓여먹던 음식이라고 한다. 부유층이라고 해도 평양이나 서울의 귀족은 못됐나보다. 갈비가 부족해 여러 고기와 부속들로 채워 육수를 우려낸다. 선지, 양지, 설깃, 갈비 등이 들어간다. 국물의 기본적인 맛은 갈비탕 등등과 비슷하다. 다만 여러부속들과 두부, 무, 파 등등이라 일반 국의 친구들이 가미되어 부유한(?) 구성에 꽤나 민속적인 맛까지 겸비한다. 함흥식 농마국수는 면탐정 날치알 기준에서 상당히 이색적으로 맛있었다. 농마국수라는 면을 처음 접해봤기 때문. 농마는 북한식 방언으로, 우리 말로는 녹말이라 한다. 즉 감자 전분으로 만든 국수. 일제시대에 함흥 근처에 대규모 감자 농장이 조성되면서 전분 국수를 많이 먹었다는 풍문. 반룡산은 고구마전분으로 면을 뽑는다. 함경도에서는 녹말국수를 삯국수라고도 부르는데, 글쎄 아무래도 서민층이 농장에서 일하고 난 뒤 품삯을 주고 국수를 사다 먹어 그리 부르게 된 게 아닌가 싶다. 식감은 대단히 인상적이다. 일반 당면보다 훨씬 쫄깃하고 미끌미끌하다. 육수도 인상적인데 기본 육수는 가릿국과 비슷하겠지만 거기에 오이지, 무채, 숙주나물 등이 들어간다. 무채와 오이지까지만 보면 냉면 고명인가 싶다. 그런데 숙주나물까지 들어가니 온면의 구성도 참 특색있다. 면 자체는 품삯주고 사는 놈이지만, 요리는 부유층의 취향이 아닐까 싶다개인적으로는 쌀국수처럼 녹말국수를 숙주나물과 후루룩하는 것도 재밌고, 보통 차게 먹었던 무채와 오이지를 따뜻하게 후루룩하니 이것도 재미있어 참 맛있게 먹었다. 양념장이 기본으로 들어가 있어 장터국수 같기도 하고 여하튼 맛있다. ———-요즘 같은 혐오사회에는 편 가르는 기준이 참 많아졌지만 얼마 전까지만 해도 우리나라에서 ‘북’은 이름을 부를 수 없는 볼드모트 같은 존재였다. 이념적 불륜으로 취급당했을지도 모를 평양이 이제는 당당히 평부심으로까지 치솟았으니, 얼마나 재밌는가? 냉면과 만두는 이미 전국구 스타지만 또 다른 녀석들도 있다. 평뽕에 빠진 당신에게 추천하며 다시 한 번 사빠죄를 외쳐본다북한 음식과 사랑에 빠진게 죄는 아니자나!!
        ",5
반룡산,2020-01-24,"
          냉면 맛있는데 평범함.어디서 먹어본 듯한 소스맛...!국밥도 소고기 무국같아서 맛있었음.둘 다 깔끔하고 맛있지만 평범한 맛이라 굳이 찾아가지는 않을 듯.(깍두기 맛이 특이했는데 별로였다)
        ",3
반룡산,2019-12-29,"
          리뷰가 좋아서 갔는데 너무 별로네요음식이 많이 짜고 깊은 맛이 없어요맛집 보다는 관광객 상대의 음식점 느낌입니다. 
        ",1
반룡산,2019-11-28,"
          생각보다 많이 매워서 맛을 즐기기 어려웠던 곳.집에서 만든것같은 투박한 만두는 생각보다 심하게 쿱쿱한 맛이나서 오히려별로였던곳
        ",5
반룡산,2019-10-10,"
          별루..회냉면과 국밥간이너무쎄고조미료맛..맛이쎄다보니 맛없는맛은아니지만 건강하게 맛있는곳도요즘많잖아요?만두는 반대로 너무삼삼하고퍽퍽..
",1
반룡산,2019-09-22,"
          돌판수육 45000비빔/육수냉면 10000 / 회냉 11000 / 섞음면 (회+고기) 11500[공간]굉장히 분주하고, 시간 잘못 맞추면 웨이팅이 있습니다.손님 접대하는 분위기는 아니기 때문에, 예약해도 룸 아니고 그냥 인원 수 맞춰준 테이블에서 식사합니다.가보진 않았지만 2층 차호랑도 반룡산에서 운영하는 식당이고 메뉴 얼추 비슷하더군요. 주차는 발렛이에요. 오시는 분들이 많다보니 이 또한 굉장히 정신없습니다.[맛]#돌판수육나쁘진 않은데, 술안주로 먹는 것이 적당해 보입니다.냉면 먹으면서 먹으려니까 고기가 맛있다고 하기도 애매하고, 고기 양은 엄청 많고.. 굉장히 배부른데 꾸역꾸역 먹어야 하는 사태가 발생.. 1인 1냉을 하면서 함께 시킬 메뉴는 아니더군요.원래 맛이 담백한 탓에 냉면과 먹으니 냉면 맛이 더 강하기 때문에, 안타까웠어요ㅠ 무난한 메뉴지만 엄청 괜찮다는 생각은 미처 들 지 않았습니다..#비빔  or   회냉면 / 섞음면같은 양념에 회가 들어가 있냐, 고기가 들어가 있냐의 차이였어요. 전 섞음면을 먹어서 회랑 고기 둘 다 먹어보았는데, 회가 낫네요. 고기가 이상하게 맛없..비빔냉면은 고기 때문에 마이너스가 되었어요.회는 무난하지만, 크기가 크기 때문에 가위 달라고 해서 회를 좀 잘라먹는 것이 좋을 것 같아요.의외로 다른 가족들도 고기 탓에 비냉에 혹평을 해서.. 회냉면 혹은 섞음면으로 추천합니다.그 동안 엄청 먹어보고 싶었던 냉면인데, 생각보다는 맛이 심심했습니다. 생각보다 자극적이지 않고 먹으면서 계속 뭔가 2% 부족한 맛. 이북의 맛인가 ㅋㅋㅋ=> 매우면서도 살짝 밍숭맹숭한 맛으로 먹는 냉면인 것으로 추정됩니다. 어쩌면 이게 매력인 집일 지도 모르지만, 첫 방문에 사로잡히기엔 좀 어렵고 두어 번 더 방문을 해야 될 것 같기에 괜찮다로 정했습니다.
        ",3
반룡산,2019-09-14,"
          매번 냉면만 먹다가 색다른 메뉴를 먹어보고자 갈비찜 주문! 세명이서 갈비찜, 공기밥, 비빔냉면 하나 주문했는데 정말 배불렀다. 하지만 공기밥과 갈비찜은 생각보다 어울리지 않음... 따라서 다음에 가게 되면 갈비찜에 냉면 두개를 시켜야겠다!!! 갈비찜은 우리가 알던 그 맛 그대로이다. 달짝찌근한 소스에 푹 삶아져서 야들야들한 살코기! 특히나 같이 나온 버섯이 정말 맛있었다 버섯 사랑해요...비빔냉면이랑 고기랑 같이 먹으면 그렇게 잘 어울릴수가 없다. 갈비찜 시키시는 분들 비냉 꼭! 주문하세요!다음에는 다른 메뉴를 도전해봐야겠다.
        ",3
반룡산,2019-08-22,"
          비빔냉면 , 만두 , 빈대떡 비빔냉면은 너무 퍼진 식감이라 조금 아쉬웠다 만두와 빈대떡도 다 맛있었다. 메인보다 사이드가 더 맛있어서 좀 아이러니 하지만 재방문 의사가 있기 때문에 다음에 냉면을 다시 주문해보려고 한다! 
        ",3
반룡산,2019-08-15,"
          원래 가려던 식당들이 일요일 휴무라서급하게 망플을 검색해서 찾아갔습니다.반쯤 해장하러 들어간거라냉면이 아닌 가릿국밥을 주문했어요.예전에 먹었던 온반이나 이북식 만두전골은그 정도는 다르더라도 기본적으로간이 심심한 걸 전제로 하는 느낌이었는데이 곳 가릿국밥은 다소 짠 편이었어요.평소에도 조금 짜게 먹는 편이라먹는데 큰 문제는 없었지만담백한 국물을 좋아하신다면호불호가 갈릴 것 같다는 생각이 들어요.함흥지방 고유의 국밥이라길래어떤 특색이 있을지 궁금했는데,무의 맛이 강하게 나는 갈비탕 같은 느낌이에요.다소 익숙한 느낌의 국밥이었다고 생각합니다.가릿국밥만 먹으러 강남을 가기엔너무 멀어서 재방문 예정은 없습니다만,근처에서 술 마신 후 해장하러 들른다면 괜찮은 선택지가 될 수 있을 것 같아요.
        ",3
반룡산,2019-08-01,"
          평냉이 뜨면서 한동안 함냉에 소홀했었는데 왜 그랬었나 싶어요ㅋㅋㅋㅋ 회냉면, 물냉면 둘 다 너무 맛있게 먹었고 만두도 짱맛이에여~ 둘이서 메뉴 세개 시켜서 배터지게 먹고 결국 배불러서 다 못먹었어요ㅠㅠ 만두 남은게 아깝... 가격도 너무 착하구 재방문 의사 200프로입니당❤️
        ",5
반룡산,2019-07-27,"
          매운갈비찜이 맛있다. 좀 특이한 향이 나는데 은근 계속 들어간다. 조금 달긴 하다. 냉면도 진짜 맛있다. 
        ",5
반룡산,2019-07-08,"
          평범합니다.4.3이란 점수는 아무래도 근방에 비교적 먹을 곳이 적어 그런게 아닌가 싶습니다.맛,청결도는 모두 괜찮지만 서빙하시는 분들이 다소 손님에게 무심하십니다.맛과 관계된 건 아닌데 첫 인상이 썩 좋진 않습니다.가릿국밥이 대표메뉴인 것 같아 주문했습니다.양도 무난하고, 내용물도 충실했습니다.선지와 고기에서 잡내가 나지 않아 누구든 부담 없이 먹겠다는 생각이 들었고소고기 뭇국의 느낌이 났습니다.찾아와서 먹을 정도의 음식인지에 대해선 의문이 들었고뭣보다 간이 좀 안맞다는 느낌이 강하게 들었습니다.사람마다 다르겠지만 짠기가 제법 돌았고 여기서 아쉬움이 컸습니다.내용물의 담백함에 비해 국물이 너무 쎄서 첫 한두숟갈 이후에는그냥 일반 프랜차이즈식 국밥먹듯 들어갔습니다.보다 맑고 담백한, 혹은 뻑뻑한 국물을 기대한다면 그다지 권장하고 싶지 않습니다.
        ",3
반룡산,2019-06-30,"
          2019.6.30 17:45깔끔하다. 회냉면과 육수냉면 그리고 왕만두를 시켰는데 회냉면이 인상적이다. 보통 비냉의 강한 양념일거라 생각했지만 전혀 그렇지 않다. 자극적이지 않고 매우 깔끔하다. 주전자에 주는 육수가 맛있는데 이걸 마시니 다음엔 가릿국밥을 꼭 먹어봐야겠다는 생각이 든다. 육수냉면과 만두는 그냥 전형적인 맛.
        ",5
반룡산,2019-06-25,"
          속을 편안하게 달래주는 가릿국밥
        ",5
반룡산,2019-04-17,"
          가족 식사를 할 거라 2주 전즈음에 미리 예약하고 방문했어요. 예정시간 보다 30분정도 빨리 도착했는데 미리 자리를 마련해주셔서 바로 앉을 수 있었어요. 요리로 오징어 순대(35000원)을 시키고 식사메뉴로 가릿국밥(10000원)과 회냉면(10000원)을 골구로 시켰어요. 오징어 순대는 속재료가 아주 풍성하다 못해 넘치네요. 그냥 먹어도 삼삼하니 맛있어요. 입안 가득 풍미가 느껴지구요. 가릿국밥은 처음 먹어봤는데 맑은 국물에 선지와 찢은 고기가 들어가있네요. 국물이 담백하고 깔끔합니다. 양이 어마어마하게 많네요. 가족들 대부분 다 먹지 못하고 남겼어요. 회냉면도 깔끔하니 맛있었어요. 많이 새콤하지 않아서 좋았어요. 
        ",5
